20240102090001,894.71
20240102091001,822.08
20240102092001,808.04
20240102093001,783.07
20240102094001,714.31
20240102095001,647.29
20240102100001,582.14
20240102101001,510.57
20240102102001,436.35
20240102103001,361.66
20240102104001,291.01
20240102105001,224.39
20240102110001,163.79
20240102111001,111.22
20240102112001,65.88
20240102113001,29.15
20240102114001,0.23
20240102115001,-25.41
20240102120001,-52.6
20240102121001,-81.93
20240102122001,-109.91
20240102123001,-131.49
20240102124001,-140.79
20240102125001,-134.71
20240102130001,-119.39
20240102131001,-106.76
20240102132001,-104.4
20240102133001,-111.89
20240102134001,-124.17
20240102135001,-134.65
20240102140001,-140.14
20240102141001,-142.53
20240102142001,-144.3
20240102143001,-146.09
20240102144001,-148.32
20240102145001,-151.56
20240102150001,-155.42
20240102151001,-159.0
20240102152001,-162.43
20240102153001,-166.67
20240102154001,-172.1
20240102155001,-178.27
20240102160001,-184.87
20240102161001,-192.0
20240102162001,-199.52
20240102163001,-207.19
20240102164001,-215.26
20240102165001,-224.28
20240108090001,286.6
20240108091001,943.47
20240108092001,785.15
20240108093001,764.04
20240108094001,642.03
20240108095001,684.9
20240108100001,565.69
20240108101001,506.13
20240108102001,433.92
20240108103001,360.12
20240108104001,282.4
20240108105001,217.83
20240108110001,163.79
20240108111001,111.22
20240108112001,65.88
20240108113001,29.15
20240108114001,0.23
20240108115001,-25.41
20240108120001,-52.6
20240108121001,-81.93
20240108122001,-109.91
20240108123001,-131.49
20240108124001,-140.79
20240108125001,-134.71
20240108130001,-119.39
20240108131001,-106.76
20240108132001,-104.4
20240108133001,-111.89
20240108134001,-124.17
20240108135001,-134.65
20240108140001,-140.14
20240108141001,-142.53
20240108142001,-144.3
20240108143001,-146.09
20240108144001,-148.32
20240108145001,-151.56
20240108150001,-155.42
20240108151001,-159.0
20240108152001,-162.43
20240108153001,-166.67
20240108154001,-172.1
20240108155001,-178.27
20240108160001,-184.87
20240108161001,-192.0
20240108162001,-199.52
20240108163001,-207.19
20240108164001,-215.26
20240108165001,-224.28
20240129090001,91.96
20240129091001,826.49
20240129092001,743.13
20240129093001,795.13
20240129094001,819.24
20240129095001,730.47
20240129100001,672.48
20240129101001,587.52
20240129102001,494.77
20240129103001,408.29
20240129104001,323.23
20240129105001,240.42
20240129110001,163.79
20240129111001,111.22
20240129112001,65.88
20240129113001,29.15
20240129114001,0.23
20240129115001,-25.41
20240129120001,-52.6
20240129121001,-81.93
20240129122001,-109.91
20240129123001,-131.49
20240129124001,-140.79
20240129125001,-134.71
20240129130001,-119.39
20240129131001,-106.76
20240129132001,-104.4
20240129133001,-111.89
20240129134001,-124.17
20240129135001,-134.65
20240129140001,-140.14
20240129141001,-142.53
